#KEY	featureCounts on dataset 100 and 121: Counts_2	featureCounts on dataset 100 and 118: Counts_2	featureCounts on dataset 100 and 115: Counts_2	featureCounts on dataset 100 and 109: Counts_2	featureCounts on dataset 100 and 112: Counts_2	featureCounts on dataset 100 and 106: Counts_2
ENSG00000295727.1	6	2	4	6	6	8
ENSG00000295728.1	11	11	11	9	15	21
ENSG00000295729.1	2	0	0	0	0	1
ENSG00000295730.1	3	4	5	2	6	2
ENSG00000295731.1	3	0	0	0	3	0
ENSG00000295732.1	2	6	2	5	5	4
ENSG00000295733.1	6	6	3	0	25	19
ENSG00000295734.1	4	2	6	1	3	3
ENSG00000295735.1	0	0	0	0	0	2
ENSG00000295736.1	0	0	0	0	0	0
ENSG00000295737.1	22	14	35	4	12	15
ENSG00000295738.1	1	0	0	0	0	0
ENSG00000295739.1	0	0	0	0	0	0
ENSG00000295740.1	1	0	0	0	0	0
ENSG00000295741.1	1	0	4	5	4	3
ENSG00000295742.1	1	3	0	6	1	2
ENSG00000295743.1	0	0	0	1	0	3
ENSG00000295744.1	0	0	0	1	0	0
ENSG00000295745.1	1	2	2	0	0	0
ENSG00000295746.1	6	17	14	8	6	9
ENSG00000295747.1	0	5	0	0	2	3
ENSG00000295748.1	18	13	41	5	13	27
ENSG00000295749.1	11	5	19	12	26	25
ENSG00000295750.1	4	4	6	3	1	2
ENSG00000295751.1	16	11	20	17	3	20
ENSG00000295752.1	0	0	0	0	0	0
ENSG00000295753.1	1	0	2	0	1	1
ENSG00000295754.1	0	0	0	0	0	0
ENSG00000295755.1	0	0	0	0	0	0
ENSG00000295756.1	0	0	0	0	0	0
ENSG00000295757.1	2	0	2	5	1	0
ENSG00000295758.1	0	0	0	0	0	0
ENSG00000295759.1	3	5	13	2	5	7
ENSG00000295760.1	2	3	6	4	3	1
ENSG00000295761.1	10	8	35	7	8	18
ENSG00000295762.1	24	14	23	22	23	29
ENSG00000295763.1	0	0	0	0	0	0
ENSG00000295764.1	65	12	107	68	45	59
ENSG00000295765.1	0	0	0	0	0	0
ENSG00000295766.1	0	2	1	0	0	0
ENSG00000295767.1	9	5	7	4	6	11
ENSG00000295768.1	0	0	0	0	2	1
ENSG00000295769.1	0	1	0	1	0	6
ENSG00000295770.1	0	0	0	0	0	0
ENSG00000295771.1	0	0	0	0	0	0
ENSG00000295772.1	3	3	6	2	3	1
ENSG00000295773.1	0	0	0	2	0	0
ENSG00000295774.1	0	0	0	0	0	0
ENSG00000295775.1	16	5	16	18	9	11
ENSG00000295776.1	1	0	0	0	0	0
ENSG00000295777.1	0	0	3	0	0	0
ENSG00000295778.1	3	9	13	15	1	8
ENSG00000295779.1	1	1	4	0	3	1
ENSG00000295780.1	0	0	0	0	0	0
ENSG00000295781.1	0	0	0	0	0	2
ENSG00000295782.1	84	93	58	29	89	332
ENSG00000295783.1	0	0	0	0	0	0
ENSG00000295784.1	0	0	0	0	0	0
ENSG00000295785.1	46	26	88	31	36	37
ENSG00000295786.1	14	26	46	14	16	39
ENSG00000295787.1	1	0	1	1	3	0
ENSG00000295788.1	5	0	2	0	2	1
ENSG00000295789.1	0	0	0	0	0	0
ENSG00000295790.1	8	2	9	3	2	6
ENSG00000295791.1	2	2	0	0	1	0
ENSG00000295792.1	0	0	0	0	0	0
ENSG00000295793.1	0	1	0	2	0	0
ENSG00000295794.1	0	0	0	0	0	0
ENSG00000295795.1	0	0	0	0	0	0
ENSG00000295796.1	0	0	0	0	0	0
ENSG00000295797.1	0	0	0	0	0	1
ENSG00000295798.1	7	11	10	3	4	7
ENSG00000295799.1	1	0	1	0	0	0
ENSG00000295800.1	0	0	0	0	0	0
ENSG00000295801.1	1	10	1	0	1	1
ENSG00000295802.1	0	1	1	0	0	0
ENSG00000295803.1	2	0	1	1	4	1
ENSG00000295804.1	22	9	14	23	8	6
ENSG00000295805.1	2	2	6	1	2	2
ENSG00000295806.1	3	1	6	1	6	5
ENSG00000295807.1	3	6	10	2	3	2
ENSG00000295808.1	0	1	3	1	1	0
ENSG00000295809.1	0	0	0	0	0	0
ENSG00000295810.1	1	0	3	3	0	3
ENSG00000295811.1	15	27	42	36	30	68
ENSG00000295812.1	2	1	4	1	1	1
ENSG00000295813.1	4	5	2	1	9	3
ENSG00000295814.1	4	0	4	1	1	2
ENSG00000295815.1	0	0	1	0	4	0
ENSG00000295816.1	7	4	6	6	12	15
ENSG00000295817.1	2	4	4	3	4	0
ENSG00000295818.1	3	1	9	3	1	4
ENSG00000295819.1	0	0	0	0	0	0
ENSG00000295820.1	3	8	10	5	18	16
ENSG00000295821.1	6	20	25	9	20	27
ENSG00000295822.1	0	0	3	0	0	0
ENSG00000295823.1	6	2	1	3	0	0
ENSG00000295824.1	1	0	0	0	0	0
ENSG00000295825.1	0	0	0	0	0	0
ENSG00000295826.1	0	0	0	0	0	0
ENSG00000295827.1	1	12	10	7	3	7
ENSG00000295828.1	0	0	0	0	0	0
ENSG00000295829.1	2	1	1	1	0	2
ENSG00000295830.1	23	10	32	16	15	16
ENSG00000295831.1	5	29	5	20	9	15
ENSG00000295832.1	1	2	2	1	0	2
ENSG00000295833.1	20	32	35	27	38	88
ENSG00000295834.1	0	0	0	0	0	0
ENSG00000295835.1	8	1	4	8	11	1
ENSG00000295836.1	33	5	23	26	23	22
ENSG00000295837.1	16	9	29	12	11	19
ENSG00000295838.1	0	0	0	0	0	0
ENSG00000295839.1	10	16	16	15	19	21
ENSG00000295840.1	0	0	0	0	0	0
ENSG00000295841.1	11	32	27	17	18	25
ENSG00000295842.1	7	3	28	3	4	2
ENSG00000295843.1	13	6	17	5	4	9
ENSG00000295844.1	1	5	8	2	6	7
ENSG00000295845.1	0	0	0	0	0	0
ENSG00000295846.1	13	7	9	16	7	25
ENSG00000295847.1	0	0	0	0	0	0
ENSG00000295848.1	0	0	0	0	0	0
ENSG00000295849.1	0	0	0	0	0	0
ENSG00000295850.1	0	0	0	0	0	0
ENSG00000295851.1	0	1	1	0	0	0
ENSG00000295852.1	2	2	4	1	1	5
ENSG00000295853.1	0	0	0	0	0	0
ENSG00000295854.1	0	0	0	0	0	0
ENSG00000295855.1	2	1	3	1	1	0
ENSG00000295856.1	2	0	0	1	0	0
ENSG00000295857.1	0	0	0	0	0	0
ENSG00000295858.1	1	0	5	0	2	4
ENSG00000295859.1	0	0	0	0	0	0
ENSG00000295860.1	4	6	1	5	2	6
ENSG00000295861.1	1	0	1	1	0	2
ENSG00000295862.1	6	13	23	7	11	25
ENSG00000295863.1	0	0	0	0	0	0
ENSG00000295864.1	23	11	11	11	18	6
ENSG00000295865.1	1	0	0	0	0	0
ENSG00000295866.1	0	0	2	2	1	1
ENSG00000295867.1	0	0	1	0	0	0
ENSG00000295868.1	0	0	0	0	0	0
ENSG00000295869.1	0	0	0	0	0	0
ENSG00000295870.1	0	0	0	0	0	0
ENSG00000295871.1	19	13	8	21	19	39
ENSG00000295872.1	0	4	0	0	0	1
ENSG00000295873.1	59	29	61	33	28	32
ENSG00000295874.1	0	0	0	0	0	0
ENSG00000295875.1	0	0	1	0	0	0
ENSG00000295876.1	0	0	0	0	0	0
ENSG00000295877.1	3	1	1	0	1	2
ENSG00000295878.1	0	0	0	0	0	0
ENSG00000295879.1	0	1	0	0	0	0
ENSG00000295880.1	0	0	1	0	0	0
ENSG00000295881.1	0	0	1	0	2	0
ENSG00000295882.1	0	0	0	0	0	0
ENSG00000295883.1	0	0	1	0	0	0
ENSG00000295884.1	6	0	0	1	1	2
ENSG00000295885.1	0	0	0	0	0	0
ENSG00000295886.1	1	2	2	1	0	2
ENSG00000295887.1	2	3	6	0	8	11
ENSG00000295888.1	13	6	6	2	5	14
ENSG00000295889.1	1	0	1	0	1	1
ENSG00000295890.1	0	0	0	0	1	2
ENSG00000295891.1	0	0	2	0	0	0
ENSG00000295892.1	1	0	0	0	0	2
ENSG00000295893.1	23	42	58	21	26	74
ENSG00000295894.1	0	1	3	20	2	2
ENSG00000295895.1	0	0	0	0	0	0
ENSG00000295896.1	1	6	0	2	4	2
ENSG00000295897.1	1	3	3	0	0	0
ENSG00000295898.1	2	9	5	4	3	6
ENSG00000295899.1	1	0	0	0	0	0
ENSG00000295900.1	5	4	15	5	6	11
ENSG00000295901.1	0	0	0	0	0	0
ENSG00000295902.1	0	0	0	0	0	0
ENSG00000295903.1	13	15	36	7	20	30
ENSG00000295904.1	7	2	10	4	13	11
ENSG00000295905.1	0	0	0	0	0	0
ENSG00000295906.1	1	4	0	2	2	4
ENSG00000295907.1	2	2	2	3	6	10
ENSG00000295908.1	0	0	0	0	0	1
ENSG00000295909.1	0	0	0	0	0	0
ENSG00000295910.1	5	4	7	7	3	6
ENSG00000295911.1	15	17	17	24	8	21
ENSG00000295912.1	0	0	0	0	0	0
ENSG00000295913.1	0	0	0	0	0	0
ENSG00000295914.1	4	10	36	19	9	6
ENSG00000295915.1	1	4	1	2	2	1
ENSG00000295916.1	0	1	0	1	0	0
ENSG00000295917.1	2	3	5	3	4	5
ENSG00000295918.1	1	0	0	0	0	0
ENSG00000295919.1	2	0	8	8	2	1
ENSG00000295920.1	0	2	5	2	3	0
ENSG00000295921.1	12	17	25	11	13	16
ENSG00000295922.1	0	0	0	0	0	0
ENSG00000295923.1	5	3	7	6	10	13
ENSG00000295924.1	0	0	0	0	0	0
ENSG00000295925.1	3	1	1	4	4	7
ENSG00000295926.1	1	0	2	0	0	0
ENSG00000295927.1	0	3	3	4	0	2
ENSG00000295928.1	0	1	0	0	0	0
ENSG00000295929.1	0	0	1	0	0	1
ENSG00000295930.1	10	12	10	11	12	20
ENSG00000295931.1	0	0	0	0	0	0
ENSG00000295932.1	0	0	0	0	0	0
ENSG00000295933.1	1	0	0	0	0	0
ENSG00000295934.1	3	2	1	3	5	11
ENSG00000295935.1	0	0	0	1	0	0
ENSG00000295936.1	2	3	3	2	0	8
ENSG00000295937.1	0	0	0	0	0	0
ENSG00000295938.1	0	1	0	1	0	0
ENSG00000295939.1	1	0	3	0	3	0
ENSG00000295940.1	0	0	1	1	0	4
ENSG00000295941.1	0	0	0	0	0	0
ENSG00000295942.1	0	0	0	0	0	0
ENSG00000295943.1	0	0	0	0	0	0
ENSG00000295944.1	0	0	0	0	0	0
ENSG00000295945.1	0	1	0	0	0	3
ENSG00000295946.1	0	4	8	5	4	10
ENSG00000295947.1	0	0	3	1	0	0
ENSG00000295948.1	52	72	23	45	77	83
ENSG00000295949.1	0	1	1	0	0	0
ENSG00000295950.1	0	0	0	0	0	0
ENSG00000295951.1	1	1	0	1	0	3
ENSG00000295952.1	0	0	0	0	0	0
ENSG00000295953.1	0	0	0	1	0	0
ENSG00000295954.1	0	0	0	0	1	0
ENSG00000295955.1	1	0	1	0	0	0
ENSG00000295956.1	0	0	0	0	0	0
ENSG00000295957.1	1	4	8	0	4	1
ENSG00000295958.1	0	0	0	0	0	0
ENSG00000295959.1	0	1	1	0	0	1
ENSG00000295960.1	0	1	1	1	0	1
ENSG00000295961.1	89	9	47	49	23	19
ENSG00000295962.1	0	0	0	0	2	0
ENSG00000295963.1	0	0	0	0	0	0
ENSG00000295964.1	0	0	0	1	0	0
ENSG00000295965.1	1	0	2	0	0	0
ENSG00000295966.1	1	1	3	0	0	2
ENSG00000295967.1	0	2	0	0	1	1
ENSG00000295968.1	3	1	4	1	3	0
ENSG00000295969.1	9	15	21	9	20	15
ENSG00000295970.1	20	40	39	30	33	2
ENSG00000295971.1	0	0	0	0	0	0
ENSG00000295972.1	0	1	0	0	2	0
ENSG00000295973.1	0	5	1	1	0	1
ENSG00000295974.1	7	13	22	15	11	30
ENSG00000295975.1	1	1	3	0	1	1
ENSG00000295976.1	1	0	2	2	2	1
ENSG00000295977.1	0	0	1	0	0	0
ENSG00000295978.1	0	0	0	0	1	0
ENSG00000295979.1	0	0	0	0	0	0
ENSG00000295980.1	5	2	10	6	1	4
ENSG00000295981.1	286	183	308	75	175	380
ENSG00000295982.1	39	35	78	64	48	63
ENSG00000295983.1	24	13	29	35	13	38
ENSG00000295984.1	2	0	0	0	0	0
ENSG00000295985.1	2	0	9	2	1	0
ENSG00000295986.1	0	0	0	0	0	0
ENSG00000295987.1	2	2	2	0	0	1
ENSG00000295988.1	1	0	0	0	0	0
ENSG00000295989.1	0	0	0	0	1	0
ENSG00000295990.1	5	1	3	0	1	1
ENSG00000295991.1	1	0	3	0	0	3
ENSG00000295992.1	0	0	0	0	0	0
ENSG00000295993.1	38	25	41	31	58	116
ENSG00000295994.1	19	21	24	7	21	12
ENSG00000295995.1	0	0	0	0	0	0
ENSG00000295996.1	3	3	12	7	4	2
ENSG00000295997.1	0	0	1	0	3	2
ENSG00000295998.1	0	0	1	0	0	0
ENSG00000295999.1	0	0	0	2	0	0
ENSG00000296000.1	18	17	34	16	13	25
ENSG00000296001.1	0	0	0	0	0	0
ENSG00000296002.1	26	16	38	11	24	20
ENSG00000296003.1	1	3	1	1	2	3
ENSG00000296004.1	8	3	4	16	7	4
ENSG00000296005.1	1	0	5	0	1	1
ENSG00000296006.1	1	1	1	0	3	0
ENSG00000296007.1	2	0	0	0	0	2
ENSG00000296008.1	2	2	3	1	3	1
ENSG00000296009.1	0	0	3	0	0	1
ENSG00000296010.1	0	0	1	1	3	5
ENSG00000296011.1	0	0	0	0	0	0
ENSG00000296012.1	0	0	0	0	0	0
ENSG00000296013.1	8	4	14	6	8	1
ENSG00000296014.1	4	16	10	2	6	19
ENSG00000296015.1	0	1	0	0	1	0
ENSG00000296016.1	0	0	0	0	0	0
ENSG00000296017.1	0	0	0	0	0	0
ENSG00000296018.1	0	0	0	0	2	0
ENSG00000296019.1	0	0	1	0	0	0
ENSG00000296020.1	0	0	2	0	2	0
ENSG00000296021.1	0	2	0	1	1	0
ENSG00000296022.1	0	0	0	0	0	0
ENSG00000296023.1	0	0	0	0	0	0
ENSG00000296024.1	25	40	45	24	29	35
ENSG00000296025.1	1	0	0	0	2	1
ENSG00000296026.1	1	2	6	1	7	10
ENSG00000296027.1	0	0	0	0	0	0
ENSG00000296028.1	1	0	0	0	0	0
ENSG00000296029.1	0	0	1	0	0	0
ENSG00000296030.1	0	0	0	0	0	1
ENSG00000296031.1	1	2	4	7	1	6
ENSG00000296032.1	0	0	0	1	0	0
ENSG00000296033.1	0	3	3	0	2	0
ENSG00000296034.1	5	3	15	0	9	19
ENSG00000296035.1	0	2	0	0	0	0
ENSG00000296036.1	11	3	8	0	6	7
ENSG00000296037.1	0	1	1	0	0	1
ENSG00000296038.1	0	1	0	0	1	0
ENSG00000296039.1	0	0	0	0	0	0
ENSG00000296040.1	70	41	116	45	45	37
ENSG00000296041.1	1	0	1	0	4	0
ENSG00000296042.1	0	0	0	0	1	0
ENSG00000296043.1	3	1	1	0	0	2
ENSG00000296044.1	0	0	0	0	0	0
ENSG00000296045.1	0	0	0	0	0	0
ENSG00000296046.1	0	0	0	0	0	0
ENSG00000296047.1	0	0	0	0	0	0
ENSG00000296048.1	16	10	22	2	5	13
ENSG00000296049.1	0	0	0	0	1	0
ENSG00000296050.1	8	8	15	16	13	21
ENSG00000296051.1	0	0	0	0	1	0
ENSG00000296052.1	0	0	0	0	0	0
ENSG00000296053.1	0	1	0	0	0	0
ENSG00000296054.1	0	0	0	0	0	1
ENSG00000296055.1	0	0	0	0	0	0
ENSG00000296056.1	4	1	4	5	2	3
ENSG00000296057.1	10	7	13	5	3	5
ENSG00000296058.1	0	1	0	0	0	0
ENSG00000296059.1	1	1	0	0	0	0
ENSG00000296060.1	3	3	2	5	1	2
ENSG00000296061.1	11	4	7	1	0	6
ENSG00000296062.1	16	15	13	26	13	28
ENSG00000296063.1	7	8	18	7	9	30
ENSG00000296064.1	0	0	2	0	2	0
ENSG00000296065.1	0	0	0	0	0	0
ENSG00000296066.1	0	0	0	0	0	0
ENSG00000296067.1	9	5	4	6	4	7
ENSG00000296068.1	0	1	0	0	0	0
ENSG00000296069.1	0	0	0	0	0	0
ENSG00000296070.1	0	1	0	0	0	0
ENSG00000296071.1	0	0	0	0	0	0
ENSG00000296072.1	0	0	0	0	0	0
ENSG00000296073.1	6	2	8	4	6	9
ENSG00000296074.1	17	22	16	24	7	29
ENSG00000296075.1	3	5	5	0	3	3
ENSG00000296076.1	0	0	0	1	0	0
ENSG00000296077.1	0	0	1	0	0	0
ENSG00000296078.1	1	1	2	0	1	1
ENSG00000296079.1	1	0	0	0	0	0
ENSG00000296080.1	0	2	3	0	1	1
ENSG00000296081.1	2	1	0	0	0	1
ENSG00000296082.1	0	0	0	0	0	0
ENSG00000296083.1	4	0	1	1	0	2
ENSG00000296084.1	14	14	36	10	19	9
ENSG00000296085.1	0	0	0	0	0	0
ENSG00000296086.1	0	1	2	1	1	2
ENSG00000296087.1	7	3	8	6	5	5
ENSG00000296088.1	0	0	0	0	0	3
ENSG00000296089.1	0	0	0	0	0	0
ENSG00000296090.1	0	0	0	0	0	0
ENSG00000296091.1	0	0	0	0	0	0
ENSG00000296092.1	0	0	0	0	4	2
ENSG00000296093.1	0	0	0	0	0	0
ENSG00000296094.1	2	2	6	0	3	0
ENSG00000296095.1	0	1	0	0	0	0
ENSG00000296096.1	17	3	27	11	17	23
ENSG00000296097.1	0	0	6	0	0	0
ENSG00000296098.1	10	15	14	5	25	18
ENSG00000296099.1	0	0	0	1	0	0
ENSG00000296100.1	0	1	0	0	0	1
ENSG00000296101.1	0	5	2	1	0	0
ENSG00000296102.1	0	1	0	0	0	0
ENSG00000296103.1	0	0	0	0	0	0
ENSG00000296104.1	0	0	2	0	0	0
ENSG00000296105.1	0	0	0	0	0	0
ENSG00000296106.1	0	0	0	0	1	0
ENSG00000296107.1	0	0	0	0	0	0
ENSG00000296108.1	3	0	0	1	0	2
ENSG00000296109.1	7	4	19	6	9	14
ENSG00000296110.1	3	1	6	1	0	4
ENSG00000296111.1	0	0	0	0	0	0
ENSG00000296112.1	0	2	0	1	0	0
ENSG00000296113.1	0	0	0	2	0	0
ENSG00000296114.1	16	4	23	15	9	8
ENSG00000296115.1	0	0	0	0	0	0
ENSG00000296116.1	0	0	1	0	0	0
ENSG00000296117.1	0	0	0	0	0	0
ENSG00000296118.1	5	6	2	7	4	5
ENSG00000296119.1	2	0	1	0	0	0
ENSG00000296120.1	0	0	0	0	0	0
ENSG00000296121.1	2	2	4	1	1	0
ENSG00000296122.1	0	0	0	0	0	0
ENSG00000296123.1	5	1	6	0	0	3
ENSG00000296124.1	1	0	0	0	0	0
ENSG00000296125.1	1	0	5	8	1	7
ENSG00000296126.1	3	1	5	0	3	5
ENSG00000296127.1	0	0	0	0	0	0
ENSG00000296128.1	0	0	0	0	0	0
ENSG00000296129.1	0	0	1	0	2	0
ENSG00000296130.1	0	0	0	0	0	0
ENSG00000296131.1	1	0	0	1	2	0
ENSG00000296132.1	0	0	0	0	1	1
ENSG00000296133.1	0	0	0	0	0	0
ENSG00000296134.1	3	2	3	0	3	2
ENSG00000296135.1	11	11	14	17	7	14
ENSG00000296136.1	0	0	0	0	0	0
ENSG00000296137.1	6	1	7	4	6	13
ENSG00000296138.1	2	2	1	0	0	0
ENSG00000296139.1	2	2	4	1	0	0
ENSG00000296140.1	0	0	0	0	0	0
ENSG00000296141.1	0	0	0	0	0	0
ENSG00000296142.1	3	3	3	7	1	3
ENSG00000296143.1	0	0	0	0	0	0
ENSG00000296144.1	0	0	0	0	0	0
ENSG00000296145.1	1	0	5	6	0	7
ENSG00000296146.1	0	2	0	1	2	0
ENSG00000296147.1	2	0	4	0	0	0
ENSG00000296148.1	2	0	0	0	0	0
ENSG00000296149.1	2	0	0	0	0	0
ENSG00000296150.1	0	0	0	0	1	0
ENSG00000296151.1	11	7	13	7	10	6
ENSG00000296152.1	1	0	7	1	3	1
ENSG00000296153.1	0	0	0	0	0	0
ENSG00000296154.1	7	7	21	8	19	17
ENSG00000296155.1	1	0	0	0	0	0
ENSG00000296156.1	6	7	31	19	3	4
ENSG00000296157.1	0	0	0	0	0	0
ENSG00000296158.1	0	1	0	0	0	0
ENSG00000296159.1	10	24	23	9	20	67
ENSG00000296160.1	24	25	38	12	11	21
ENSG00000296161.1	0	0	0	0	0	0
ENSG00000296162.1	9	15	13	9	10	22
ENSG00000296163.1	5	17	8	11	12	16
ENSG00000296164.1	1	3	2	0	1	8
ENSG00000296165.1	0	0	1	0	0	0
ENSG00000296166.1	0	0	0	0	0	0
ENSG00000296167.1	10	6	12	6	11	10
ENSG00000296168.1	0	0	0	0	0	0
ENSG00000296169.1	0	0	0	0	0	0
ENSG00000296170.1	7	2	16	35	5	14
ENSG00000296171.1	0	1	0	3	2	0
ENSG00000296172.1	1	0	2	1	0	0
ENSG00000296173.1	0	0	2	0	0	0
ENSG00000296174.1	0	0	0	0	0	0
ENSG00000296175.1	3	0	1	1	1	0
ENSG00000296176.1	0	0	0	0	0	0
ENSG00000296177.1	1	0	2	0	0	1
ENSG00000296178.1	0	0	0	0	0	0
ENSG00000296179.1	0	0	0	0	0	0
ENSG00000296180.1	0	2	4	0	3	0
ENSG00000296181.1	0	0	0	0	0	0
ENSG00000296183.1	2	0	1	4	2	1
ENSG00000296184.1	0	0	0	0	0	0
ENSG00000296185.1	0	0	0	0	0	0
ENSG00000296186.1	0	0	0	0	0	0
ENSG00000296187.1	2	0	0	0	0	0
ENSG00000296188.1	0	0	0	0	0	0
ENSG00000296189.1	0	0	0	0	0	0
ENSG00000296190.1	0	2	0	0	0	0
ENSG00000296191.1	0	0	0	0	0	0
ENSG00000296192.1	0	0	0	3	0	0
ENSG00000296193.1	16	5	48	18	17	11
ENSG00000296194.1	2	0	1	0	0	0
ENSG00000296195.1	0	1	4	0	2	1
ENSG00000296196.1	1	0	0	0	0	0
ENSG00000296197.1	6	31	36	24	26	33
ENSG00000296198.1	0	0	2	0	0	0
ENSG00000296199.1	4	0	4	1	5	1
ENSG00000296200.1	0	0	0	0	0	0
ENSG00000296201.1	0	0	1	0	0	2
ENSG00000296202.1	0	0	0	0	0	0
ENSG00000296203.1	0	0	0	0	0	0
ENSG00000296204.1	0	1	0	0	0	0
ENSG00000296205.1	39	20	56	48	34	52
ENSG00000296206.1	0	2	2	3	2	4
ENSG00000296207.1	28	11	45	43	27	29
ENSG00000296208.1	1	0	1	0	0	2
ENSG00000296209.1	5	6	14	9	20	11
ENSG00000296210.1	1	0	0	1	0	1
ENSG00000296211.1	0	0	2	1	1	0
ENSG00000296212.1	0	0	0	0	0	0
ENSG00000296213.1	0	3	0	0	0	2
ENSG00000296214.1	1	0	0	0	0	0
ENSG00000296215.1	22	16	42	56	30	36
ENSG00000296216.1	0	1	2	0	1	0
ENSG00000296217.1	0	0	0	0	0	0
ENSG00000296218.1	0	0	0	0	0	0
ENSG00000296219.1	0	0	1	0	0	0
ENSG00000296220.1	3	3	2	2	7	4
ENSG00000296221.1	4	2	6	0	4	6
ENSG00000296222.1	2	5	7	3	9	9
ENSG00000296223.1	3	10	11	7	7	8
ENSG00000296224.1	1	0	0	5	0	1
ENSG00000296225.1	0	0	0	0	2	3
ENSG00000296226.1	0	1	1	1	1	0
ENSG00000296227.1	0	0	0	0	0	0
ENSG00000296228.1	1	0	0	0	0	0
ENSG00000296229.1	0	0	0	0	0	0
ENSG00000296230.1	38	11	29	32	31	26
ENSG00000296231.1	0	0	0	0	0	0
ENSG00000296232.1	8	12	18	20	22	12
ENSG00000296233.1	4	14	16	0	1	1
ENSG00000296234.1	0	0	0	0	0	0
ENSG00000296235.1	3	0	1	0	0	0
ENSG00000296236.1	0	0	0	0	0	0
ENSG00000296237.1	2	0	0	0	2	4
ENSG00000296238.1	1	1	1	0	2	2
ENSG00000296239.1	0	0	0	0	0	0
ENSG00000296240.1	0	2	0	0	0	1
ENSG00000296241.1	1	0	0	0	0	0
ENSG00000296242.1	0	0	0	0	0	0
ENSG00000296243.1	0	0	0	0	0	0
ENSG00000296244.1	3	1	4	0	0	1
ENSG00000296245.1	4	0	1	3	1	2
ENSG00000296246.1	1	2	3	2	1	1
ENSG00000296247.1	0	0	0	0	0	0
ENSG00000296248.1	137	80	171	102	132	85
ENSG00000296249.1	0	0	0	0	0	0
ENSG00000296250.1	0	0	0	0	0	0
ENSG00000296251.1	0	0	0	0	0	0
ENSG00000296252.1	1	0	1	0	2	4
ENSG00000296253.1	0	1	0	0	2	2
ENSG00000296254.1	0	2	2	6	1	2
ENSG00000296255.1	0	0	0	0	0	0
ENSG00000296256.1	3	0	0	0	0	0
ENSG00000296257.1	2	9	3	9	3	1
ENSG00000296258.1	8	40	8	12	8	9
ENSG00000296259.1	2	4	1	5	3	2
ENSG00000296260.1	11	9	10	6	4	2
ENSG00000296261.1	0	0	1	0	0	0
ENSG00000296262.1	0	0	1	0	0	1
ENSG00000296263.1	0	0	1	1	0	0
ENSG00000296264.1	0	2	0	1	0	2
ENSG00000296265.1	6	7	7	5	2	7
ENSG00000296266.1	22	13	51	28	24	53
ENSG00000296267.1	0	0	0	0	0	0
ENSG00000296268.1	2	0	2	2	0	0
ENSG00000296269.1	1	0	2	3	3	1
ENSG00000296270.1	1	0	1	0	0	0
ENSG00000296271.1	3	1	3	1	2	1
ENSG00000296272.1	1	0	0	0	0	0
ENSG00000296273.1	60	25	87	51	44	63
ENSG00000296274.1	13	6	22	11	10	20
ENSG00000296275.1	6	7	5	1	2	4
ENSG00000296276.1	0	0	0	0	0	0
ENSG00000296277.1	1	2	6	0	4	2
ENSG00000296278.1	0	0	0	0	0	0
ENSG00000296279.1	0	0	0	0	0	0
ENSG00000296280.1	50	33	80	46	74	135
ENSG00000296281.1	7	4	3	5	1	2
ENSG00000296282.1	0	0	3	0	3	6
ENSG00000296283.1	0	0	0	0	0	0
ENSG00000296284.1	0	0	1	1	0	1
ENSG00000296285.1	0	0	0	0	0	0
ENSG00000296286.1	0	0	0	0	0	0
ENSG00000296287.1	5	4	13	5	4	3
ENSG00000296288.1	0	0	0	0	0	0
ENSG00000296289.1	7	8	11	9	4	8
ENSG00000296290.1	0	0	0	0	0	0
ENSG00000296291.1	52	31	96	44	30	46
ENSG00000296292.1	0	0	1	1	2	4
ENSG00000296293.1	0	0	1	0	0	0
ENSG00000296294.1	71	48	75	37	43	55
ENSG00000296295.1	8	2	14	21	8	12
ENSG00000296296.1	4	2	4	2	2	5
ENSG00000296297.1	32	27	28	17	24	37
ENSG00000296298.1	2	3	1	1	17	19
ENSG00000296299.1	37	65	49	23	71	92
ENSG00000296300.1	78	28	110	42	46	24
ENSG00000296301.1	0	0	0	0	0	0
ENSG00000296302.1	0	5	1	0	0	2
ENSG00000296303.1	0	0	0	0	0	0
ENSG00000296304.1	0	1	0	1	0	1
ENSG00000296305.1	0	0	0	0	0	0
ENSG00000296306.1	23	7	36	17	26	42
ENSG00000296307.1	0	0	0	0	0	0
ENSG00000296308.1	2	1	0	1	0	0
ENSG00000296309.1	0	0	0	0	0	0
ENSG00000296310.1	0	0	0	0	1	0
ENSG00000296311.1	4	5	12	9	7	6
ENSG00000296312.1	1	0	1	0	0	1
ENSG00000296313.1	0	0	1	0	1	1
ENSG00000296314.1	2	1	2	1	8	4
ENSG00000296315.1	1	0	0	0	1	1
ENSG00000296316.1	13	3	12	4	5	13
ENSG00000296317.1	0	0	0	0	0	0
ENSG00000296318.1	0	4	1	1	1	0
ENSG00000296319.1	53	25	80	48	61	57
ENSG00000296320.1	0	0	0	0	0	0
ENSG00000296321.1	0	1	0	2	1	0
ENSG00000296322.1	0	0	0	0	0	0
ENSG00000296323.1	0	0	3	0	0	0
ENSG00000296324.1	0	0	0	1	0	0
ENSG00000296325.1	0	0	0	0	1	1
ENSG00000296326.1	0	0	0	0	0	0
ENSG00000296327.1	0	0	0	0	0	0
ENSG00000296328.1	5	7	6	4	4	15
ENSG00000296329.1	64	64	174	53	64	170
